出表日期,公司代號,公司名稱,大股東名稱
1130525,5438,東友,光菱電子股份有限公司
1130525,5438,東友,菱光科技股份有限公司
1130525,5443,均豪,志聖工業股份有限公司
1130525,5450,南良,子良興業股份有限公司
1130525,5452,佶優,永上投資股份有限公司
1130525,5457,宣德,香港商聯滔電子有限公司
1130525,5464,霖宏,張枋霖
1130525,5464,霖宏,劉秀雲
1130525,5465,富驊,偉訓科技股份有限公司
1130525,5468,凱鈺,穎霖投資股份有限公司
1130525,5468,凱鈺,蕭彩雲投資股份有限公司
1130525,5474,聰泰,威聖投資股份有限公司
1130525,5478,智冠,王俊博
1130525,5478,智冠,榮剛材料科技股份有限公司
1130525,5487,通泰,福豐盛投資股份有限公司
1130525,5489,彩富,永鉅投資股份有限公司
1130525,5489,彩富,永馳股份有限公司
1130525,5489,彩富,陳春生
1130525,5508,永信建,永碩投資股份有限公司
1130525,5511,德昌,格正投資股份有限公司
1130525,5516,雙喜,邱宏章
1130525,5516,雙喜,雙慶投資股份有限公司
1130525,5520,力泰,吳源泰投資股份有限公司
1130525,5520,力泰,富源投資股份有限公司
1130525,5523,豐謙,晨譽投資股份有限公司
1130525,5523,豐謙,頌恩營造股份有限公司
1130525,5529,鉅陞,鉅陞投資股份有限公司
1130525,5530,龍巖,福和投資股份有限公司
1130525,5543,桓鼎-KY,張建智
1130525,5548,安倉,光明資產有限公司
1130525,5548,安倉,夏耘股份有限公司
1130525,5548,安倉,張立雍
1130525,5548,安倉,張欣夷
1130525,5603,陸海,何英津
1130525,5701,劍湖山,和盟流通股份有限公司
1130525,5703,亞都麗緻,傲士英投資股份有限公司
1130525,5864,致和證,官田投資開發股份有限公司
1130525,5864,致和證,保利都投資股份有限公司
1130525,5878,台名,台灣領航資產投資股份有限公司
1130525,5902,德記,統一企業股份有限公司
1130525,5903,全家,日商全家便利商店股份有限公司
1130525,5903,全家,萬寶開發股份有限公司
1130525,6015,宏遠證,承達投資顧問股份有限公司
1130525,6020,大展證,力新投資股份有限公司
1130525,6020,大展證,巨發投資股份有限公司
1130525,6020,大展證,朱茂隆
1130525,6020,大展證,昇威投資股份有限公司
1130525,6021,美好證,美好金融科技股份有限公司
1130525,6021,美好證,莊隆慶
1130525,6023,元大期貨,元大金融控股股份有限公司
1130525,6101,寬魚國際,邱漢中
1130525,6103,合邦,多春投資股份有限公司
1130525,6103,合邦,柯拔希
1130525,6113,亞矽,蔡伯宜
1130525,6114,久威,基澤投資有限公司
1130525,6118,建達,弘茂投資股份有限公司
1130525,6124,業強,台北富邦商銀託管海得控股有限公司投資專戶
1130525,6124,業強,芳烈投資有限公司
1130525,6124,業強,薩摩亞商瑞民有限公司
1130525,6125,廣運,謝清福
1130525,6130,上亞科技,合眾投資股份有限公司
1130525,6130,上亞科技,星寶電子科技股份有限公司
1130525,6134,萬旭,日商朝日通信股份有限公司
1130525,6134,萬旭,萬泰科技股份有限公司
1130525,6144,得利影,中嘉國際投資股份有限公司
1130525,6144,得利影,中環股份有限公司
1130525,6144,得利影,日商文化便利俱樂部股份有限公司
1130525,6146,耕興,友興投資股份有限公司
1130525,6154,順發,佳鴻投資股份有限公司
1130525,6154,順發,宜鴻投資股份有限公司
1130525,6158,禾昌,陳財福
1130525,6161,捷波,研揚科技股份有限公司
1130525,6163,華電網,研華投資股份有限公司
1130525,6167,久正,佰鴻工業股份有限公司
1130525,6169,昱泉,大敦投資股份有限公司
1130525,6170,統振,宏碁股份有限公司
1130525,6171,大城地產,大城建設股份有限公司
1130525,6171,大城地產,賴源釗
1130525,6173,信昌電,華新科技股份有限公司
1130525,6174,安碁,安聖電子科技股份有限公司
1130525,6175,立敦,立隆電子工業股份有限公司
1130525,6175,立敦,廣東東陽光科技控股股份有限公司
1130525,6180,橘子,劉柏園
1130525,6185,幃翔,春田投資股份有限公司
1130525,6188,廣明,廣達電腦股份有限公司
1130525,6195,詩肯,英屬維京群島商ＮＯＢＬＥ  ＬＩＮＫ  ＭＡＮＡＧＥＭＥＮＴ  ＬＴＤ
1130525,6198,瑞築,有旺投資有限公司
1130525,6198,瑞築,源通投資股份有限公司
1130525,6199,天品,豪富投資股份有限公司
1130525,6203,海韻電,張正宗
1130525,6203,海韻電,魏金花
1130525,6212,理銘,楊邴淇
1130525,6219,富旺,天衛資產管理股份有限公司
1130525,6219,富旺,昌運建設開發股份有限公司
1130525,6219,富旺,寶鉅投資股份有限公司
1130525,6219,富旺,寶鑫投資有限公司
1130525,6221,晉泰,昇鋒投資股份有限公司
1130525,6221,晉泰,精誠資訊股份有限公司
1130525,6222,上揚,聯容國際股份有限公司
1130525,6227,茂綸,駿日股份有限公司
1130525,6228,全譜,三德觀光大飯店股份有限公司
1130525,6229,研通,許劍郎
1130525,6231,系微,倍微科技股份有限公司
1130525,6234,高僑,李義隆
1130525,6236,中湛,仲達資產管理股份有限公司
1130525,6236,中湛,佑湛投資股份有限公司
1130525,6236,中湛,漢青國際股份有限公司
1130525,6236,中湛,聚合發資產管理股份有限公司
1130525,6236,中湛,豐利富股份有限公司
1130525,6240,松崗,有龍建設開發股份有限公司
1130525,6240,松崗,曹來春
1130525,6240,松崗,喜旺投資股份有限公司
1130525,6241,易通展,易昇鋼鐵股份有限公司
1130525,6242,立康,生春堂製藥工業股份有限公司
1130525,6242,立康,立康生物科技股份有限公司
1130525,6245,立端,台達電子工業股份有限公司
1130525,6246,臺龍,景旺國際有限公司
1130525,6246,臺龍,黃天然
1130525,6259,百徽,兆豐銀受託保管新曄科技有限公司
1130525,6259,百徽,卓順發
1130525,6263,普萊德,普揚投資股份有限公司
1130525,6264,富裔,亞瑟士國際工程股份有限公司
1130525,6264,富裔,祝文定
1130525,6264,富裔,順捷投資股份有限公司
1130525,6265,方方土昶,哲睿投資股份有限公司
1130525,6270,倍微,傅江松
1130525,6275,元山,陳建榮
1130525,6276,安鈦克,行達明珠投資有限公司
1130525,6276,安鈦克,利昌明珠投資有限公司
1130525,6276,安鈦克,利達明珠投資有限公司
1130525,6276,安鈦克,知達明珠投資有限公司
1130525,6276,安鈦克,達昌明珠投資有限公司
1130525,6284,佳邦,華新科技股份有限公司
1130525,6287,元隆,日月光半導體製造股份有限公司
1130525,6287,元隆,台灣福雷電子股份有限公司
1130525,6291,沛亨,呂俊德
1130525,6291,沛亨,振曜科技股份有限公司
1130525,6292,迅德,滿穗投資股份有限公司
1130525,6294,智基,林進榮
1130525,6294,智基,鴻鑫達投資股份有限公司
1130525,6404,通訊-KY,ROSLI BIN DAHLAN
1130525,6404,通訊-KY,UNIVERSAL ALTITUDE INVESTMENT LIMITED
1130525,6417,韋僑,希華晶體科技股份有限公司
1130525,6418,詠昇,黃金錫
1130525,6418,詠昇,黃塗城
1130525,6419,京晨科,永律投資股份有限公司
1130525,6425,易發,羅文進
1130525,6432,今展科,今亞中投資股份有限公司
1130525,6432,今展科,王琴賢
1130525,6435,大中,茂達電子股份有限公司
1130525,6441,廣錠,廖良彬
1130525,6441,廣錠,廣積科技股份有限公司
1130525,6461,益得,健喬信元醫藥生技股份有限公司
1130525,6462,神盾,羅森洲
1130525,6465,威潤,太思科技股份有限公司
1130525,6465,威潤,威剛科技股份有限公司
1130525,6469,大樹,峻韋投資有限公司
1130525,6469,大樹,禎翰投資有限公司
1130525,6482,弘煜科,弘力數位股份有限公司
1130525,6482,弘煜科,宇峻奧汀科技股份有限公司
1130525,6482,弘煜科,洪而立
1130525,6482,弘煜科,智冠科技股份有限公司
1130525,6486,互動,仲琦科技股份有限公司
1130525,6488,環球晶,中美矽晶製品股份有限公司
1130525,6496,科懋,益世華投資股份有限公司
1130525,6496,科懋,陳澤民
1130525,6499,益安,美商Ｍｅｄｅｏｎ，Ｉｎｃ．
1130525,6499,益安,晟德大藥廠股份有限公司
1130525,6508,惠光,惠光投資股份有限公司
1130525,6510,精測,中華投資股份有限公司
1130525,6512,啟發電,張鈺欽
1130525,6514,芮特-KY,UMT Holdings (Samoa) Limited
1130525,6516,勤崴國際,中華電信股份有限公司
1130525,6516,勤崴國際,柯應鴻
1130525,6517,保勝光學,方幼玲
1130525,6523,達爾膚,吳奕叡
1130525,6523,達爾膚,達爾膚投資控股股份有限公司
1130525,6527,明達醫,視陽光學股份有限公司
1130525,6535,順藥,晟德大藥廠股份有限公司
1130525,6542,隆中,英屬維京群島商時富企業有限公司
1130525,6542,隆中,晨皓投資有限公司
1130525,6542,隆中,顧剛維
1130525,6546,正基,正文科技股份有限公司
1130525,6547,高端疫苗,基亞生物科技股份有限公司
1130525,6548,長科*,長華電材股份有限公司
1130525,6556,勝品,佳世達科技股份有限公司
1130525,6556,勝品,詮能投資股份有限公司
1130525,6556,勝品,豪峰投資股份有限公司
1130525,6561,是方,中華電信股份有限公司
1130525,6568,宏觀,台郡科技股份有限公司
1130525,6569,醫揚,研揚科技股份有限公司
1130525,6574,霈方,呂美珍
1130525,6574,霈方,呂慶盛
1130525,6576,逸達,"Foresee Pharmaceuticals, Inc."
1130525,6577,勁豐,豐藝電子股份有限公司
1130525,6578,達邦蛋白,國歡企業有限公司
1130525,6584,南俊國際,合盈投資股份有限公司
1130525,6584,南俊國際,俊億投資有限公司
1130525,6588,東典,東南實業股份有限公司
1130525,6590,普鴻,承欣投資有限公司
1130525,6590,普鴻,群發投資有限公司
1130525,6593,台灣銘板,台銘投資股份有限公司
1130525,6596,寬宏藝術,駿騰創意行銷股份有限公司
1130525,6603,富強鑫,王伯壎
1130525,6609,瀧澤科,株式會社ＴＡＫＩＳＡＷＡ
1130525,6612,奈米醫材,LOH TRUST HOLDINGS LLC
1130525,6612,奈米醫材,樂亦宏
1130525,6613,朋億*,聖暉工程科技股份有限公司
1130525,6615,慧智,蘇怡寧
1130525,6624,萬年清,嬌水投資股份有限公司
1130525,6629,泰金-KY,許大進
1130525,6640,均華,均豪精密工業股份有限公司
1130525,6642,富致,大洋塑膠工業股份有限公司
1130525,6642,富致,百容電子股份有限公司
1130525,6643,M31,陳慧玲
1130525,6649,台生材,振曜科技股份有限公司
1130525,6651,全宇昕,李徐華
1130525,6654,天正國際,久元電子股份有限公司
1130525,6654,天正國際,文正投資股份有限公司
1130525,6654,天正國際,長華電材股份有限公司
1130525,6661,威健生技,漢碁股份有限公司
1130525,6662,樂斯科,陳振忠
1130525,6667,信紘科,翊鼎投資股份有限公司
1130525,6667,信紘科,堡鼎投資股份有限公司
1130525,6667,信紘科,湘鼎投資股份有限公司
1130525,6679,鈺太,旭達投資股份有限公司
1130525,6679,鈺太,邱景宏
1130525,6680,鑫創電子,康利投資股份有限公司
1130525,6680,鑫創電子,凱創國際投資有限公司
1130525,6680,鑫創電子,凱鑫國際投資有限公司
1130525,6683,雍智科技,李職民
1130525,6684,安格,安國國際科技股份有限公司
1130525,6690,安碁資訊,宏碁股份有限公司
1130525,6692,進能服,進金生實業股份有限公司
1130525,6693,廣閎科,茂迪股份有限公司
1130525,6697,東捷資訊,東元電機股份有限公司
1130525,6697,東捷資訊,研華投資股份有限公司
1130525,6703,軒郁,祥辰投資股份有限公司
1130525,6712,長聖,安基生醫股份有限公司
1130525,6712,長聖,晟德大藥廠股份有限公司
1130525,6716,應廣,劉博文
1130525,6721,信實,昭美投資股份有限公司
1130525,6721,信實,勝誠有限公司
1130525,6728,上洋,吳明富
1130525,6728,上洋,黃寶卿
1130525,6732,昇佳電子,矽創電子股份有限公司
1130525,6733,博晟生醫,晟德大藥廠股份有限公司
1130525,6735,美達科技,陳梅開發投資有限公司
1130525,6741,91APP*-KY,NineYi  Capital  Inc.
1130525,6741,91APP*-KY,"N-Team,  Inc."
1130525,6747,亨泰光,亨泰聯合有限公司
1130525,6747,亨泰光,吳怡頡
1130525,6747,亨泰光,吳怡璁
1130525,6751,智聯服務,宏碁股份有限公司
1130525,6752,叡揚,碩通國際有限公司
1130525,6761,穩得,高治宏
1130525,6762,達亞,台聯電訊股份有限公司
1130525,6762,達亞,許雅雯
1130525,6763,綠界科技,茂為歐買尬數位科技股份有限公司
1130525,6767,台微醫,鐿鈦科技股份有限公司
1130525,6785,昱展新藥,中華開發生醫創業投資股份有限公司
1130525,6785,昱展新藥,林東和
1130525,6785,昱展新藥,劉淑華
1130525,6791,虎門科技,力嵐國際投資有限公司
1130525,6791,虎門科技,楊力
1130525,6791,虎門科技,楊舜如
1130525,6803,崑鼎,中鼎工程股份有限公司
1130525,6811,宏碁資訊,宏碁智聯網投資控股股份有限公司
1130525,6821,聯寶,譚明珠
1130525,6823,濾能,新加坡道益企業私人有限公司
1130525,6823,濾能,綠網投資有限公司
1130525,6829,千附精密,千附實業股份有限公司
1130525,6840,東研信超,宜特科技股份有限公司
1130525,6840,東研信超,婕超股份有限公司
1130525,6840,東研信超,劉立國
1130525,6841,長佳智能,安基生醫股份有限公司
1130525,6843,進典,詠硯投資股份有限公司
1130525,6844,諾貝兒,佳世達科技股份有限公司
1130525,6846,綠茵,吳嘉峰
1130525,6846,綠茵,創達投資股份有限公司
1130525,6846,綠茵,創穎投資股份有限公司
1130525,6846,綠茵,潤得投資股份有限公司
1130525,6855,數泓科,銳泰精密工具股份有限公司
1130525,6856,鑫傳,台灣數位光訊科技股份有限公司
1130525,6859,伯特光,陳柏滄
1130525,6859,伯特光,陳柏輯
1130525,6865,偉康科技,石壹投資有限公司
1130525,6865,偉康科技,泓盛投資有限公司
1130525,6865,偉康科技,偉鈞科技股份有限公司
1130525,6870,騰雲,梁基文
1130525,6870,騰雲,管家婆科技（股）公司
1130525,6874,倍力,威谷股份有限公司
1130525,6874,倍力,資通電腦股份有限公司
1130525,6881,潤德,潤弘精密工程事業股份有限公司
1130525,6881,潤德,潤泰精密材料股份有限公司
1130525,6894,衛司特,世源投資有限公司
1130525,6894,衛司特,碧豐國際投資股份有限公司
1130525,6895,宏碩系統,旭暉應用材料股份有限公司
1130525,6899,創為精密,建碁股份有限公司
1130525,6899,創為精密,華誠國際發展股份有限公司
1130525,6904,伯鑫,吳昌旻
1130525,6904,伯鑫,吳傳福
1130525,6904,伯鑫,趙秀月
1130525,6922,宸曜,胡正濤
1130525,6922,宸曜,倪浩然
1130525,6922,宸曜,高明和
1130525,6929,佑全,生達化學製藥股份有限公司
1130525,6929,佑全,優盛醫學科技股份有限公司
1130525,6953,家碩,家登精密工業股份有限公司
1130525,7402,邑錡,陳世哲
1130525,7556,意德士科技,毅曄股份有限公司
1130525,7556,意德士科技,闕聖哲
1130525,8032,光菱,光友股份有限公司
1130525,8032,光菱,呂全福
1130525,8032,光菱,東友科技股份有限公司
1130525,8032,光菱,菱光科技股份有限公司
1130525,8040,九暘,聯發科技股份有限公司
1130525,8042,金山電,凱美電機股份有限公司
1130525,8043,蜜望實,台灣太陽誘電股份有限公司
1130525,8044,網家,賽特資訊服務股份有限公司
1130525,8047,星雲,星際投資開發股份有限公司
1130525,8047,星雲,賴金森
1130525,8050,廣積,研揚科技股份有限公司
1130525,8054,安國,神盾股份有限公司
1130525,8059,凱碩,金寶電子工業股份有限公司
1130525,8067,志旭,陳曜芳
1130525,8068,全達,大宇資訊股份有限公司
1130525,8068,全達,弘茂投資股份有限公司
1130525,8069,元太,永豐餘投資控股股份有限公司
1130525,8071,能率網通,能率創新股份有限公司
1130525,8076,伍豐,徐明哲
1130525,8077,洛碁,"HIS Hotel Holdings Co.,Ltd."
1130525,8080,印鉐,博瀚實業開發有限公司
1130525,8083,瑞穎,陳柏峰
1130525,8083,瑞穎,樺峰投資有限公司
1130525,8085,福華,大同股份有限公司
1130525,8086,宏捷科,中美矽晶製品股份有限公司
1130525,8088,品安,美商KINGSTON TECHNOLOGY
1130525,8089,康全電訊,訊舟科技股份有限公司
1130525,8092,建暐,長豐投資股份有限公司
1130525,8093,保銳,航研投資開發股份有限公司
1130525,8096,擎亞,中國信託商業銀行受託保管必勝益控股股份
1130525,8097,常珵,林銜錄
1130525,8099,大世科,大同股份有限公司
1130525,8107,大億金茂,大緯投資企業股份有限公司
1130525,8121,越峰,台灣聚合化學品股份有限公司
1130525,8147,正淩,牛濟滄
1130525,8155,博智,仁寶電腦工業股份有限公司
1130525,8182,加高,株式會社大真空
1130525,8183,精星,精成科技股份有限公司
1130525,8227,巨有科技,郭麗秋
1130525,8240,華宏,華立企業股份有限公司
1130525,8255,朋程,中美矽晶製品股份有限公司
1130525,8279,生展,生達化學製藥股份有限公司
1130525,8284,三竹,三永投資股份有限公司
1130525,8284,三竹,邱宏哲
1130525,8289,泰藝,宋勝泰
1130525,8289,泰藝,佳鈺投資股份有限公司
1130525,8291,尚茂,Ｄａｉｔｏ  Ｍｅ  Ｃｏ．，Ｌｔｄ
1130525,8291,尚茂,蓋曼群島商日本大拓股份有限公司
1130525,8342,益張,恆聚投資股份有限公司
1130525,8342,益張,益群投資股份有限公司
1130525,8342,益張,鑫銳投資股份有限公司
1130525,8349,恒耀國際,友信投資股份有限公司
1130525,8349,恒耀國際,合健國際投資股份有限公司
1130525,8354,冠好,楊文章
1130525,8390,金益鼎,鎰鼎股份有限公司
1130525,8401,白紗科,林衍束
1130525,8403,盛弘,敏盛醫控股份有限公司
1130525,8409,商之器,林俊堯
1130525,8409,商之器,盤龍
1130525,8410,森田,怡欣投資股份有限公司
1130525,8410,森田,紹瑋投資股份有限公司
1130525,8410,森田,黃展隆
1130525,8410,森田,黃樟山
1130525,8415,大國鋼,大成不銹鋼工業股份有限公司
1130525,8416,實威,李建興
1130525,8416,實威,華源投資有限公司
1130525,8416,實威,麗興投資有限公司
1130525,8420,明揚,明安國際企業股份有限公司
1130525,8421,旭源,旭耀投資有限公司
1130525,8421,旭源,莊雅萍
1130525,8423,保綠-KY,陳東興
1130525,8423,保綠-KY,輝達投資有限公司
1130525,8424,惠普,國產建材實業股份有限公司
1130525,8426,紅木-KY,鄭荔玫
1130525,8426,紅木-KY,蘇聰明
1130525,8431,匯鑽科,匯鉎投資股份有限公司
1130525,8432,東生華,台灣東洋藥品工業股份有限公司
1130525,8433,弘帆,朱鵬飛
1130525,8433,弘帆,普世開發股份有限公司
1130525,8435,鉅邁,熒茂光學股份有限公司
1130525,8437,大地-KY,程釱坤
1130525,8440,綠電,東元電機股份有限公司
1130525,8444,綠河-KY,GREEN SOURCE INVESTMENTS LTD綠源投資有限公司
1130525,8446,華研,呂世玉
1130525,8446,華研,呂燕清
1130525,8446,華研,驊訊文創科技股份有限公司
1130525,8455,大拓-KY,Ｓａｓａｋｉ，Ｂｅｊｉ
1130525,8472,夠麻吉,澳台國際投資股份有限公司
1130525,8477,創業家,森啟股份有限公司
1130525,8489,三貝德,超越國際投資股份有限公司
1130525,8905,裕國,德霖投資股份有限公司
1130525,8908,欣雄,國軍退除役官兵輔導委員會
1130525,8908,欣雄,惠普投資股份有限公司
1130525,8908,欣雄,興泰投資股份有限公司
1130525,8917,欣泰,國軍退除役官兵輔導委員會
1130525,8921,沈氏,永豐紙業股份有限公司
1130525,8923,時報,傑克喜亞投資有限公司
1130525,8923,時報,德茂興資本股份有限公司
1130525,8927,北基,高雄汽車客運股份有限公司
1130525,8928,鉅明,元喜投資股份有限公司
1130525,8928,鉅明,元開投資股份有限公司
1130525,8929,富堡,安侯投資股份有限公司
1130525,8930,青鋼,柏森投資股份有限公司
1130525,8931,大汽電,台灣汽電共生股份有限公司
1130525,8931,大汽電,正隆股份有限公司
1130525,8933,愛地雅,富喬工業股份有限公司
1130525,8933,愛地雅,燿華電子股份有限公司
1130525,8935,邦泰,林煜
1130525,8937,合騏,友屹投資股份有限公司
1130525,8937,合騏,謝菁菁
1130525,8941,關中,中道投資股份有限公司
1130525,9950,萬國通,謝明振
1130525,9951,皇田,大億金茂股份有限公司
1130525,9960,邁達康,吳
